Date,Open,High,Low,Close,Adj Close,Volume
2019-08-19,43950.0,44800.0,42950.0,43600.0,38256.3671875,36039429
2019-08-26,43650.0,44850.0,43050.0,43800.0,38431.859375,50495737
2019-09-02,43550.0,47000.0,43100.0,46900.0,41151.9296875,59844927
2019-09-09,47100.0,47400.0,46400.0,47100.0,41327.4140625,40924337
2019-09-16,47000.0,49600.0,46800.0,49300.0,43257.7578125,56909483
2019-09-23,49050.0,49650.0,47900.0,49050.0,43038.41015625,43099012
2019-09-30,48900.0,49100.0,47350.0,47750.0,42201.390625,30967466
2019-10-07,47900.0,50300.0,47600.0,50000.0,44189.93359375,51793132
2019-10-14,49900.0,50900.0,49650.0,50300.0,44455.06640625,34785404
2019-10-21,50800.0,52500.0,50500.0,51300.0,45338.86328125,55059813
2019-10-28,51400.0,52300.0,50200.0,52300.0,46222.66796875,48326098
2019-11-04,52400.0,53500.0,51400.0,51600.0,45604.01171875,53988525
2019-11-11,51800.0,53800.0,51600.0,53500.0,47283.23046875,42261276
2019-11-18,53200.0,53500.0,50600.0,51800.0,45780.76953125,53294828
2019-11-25,51900.0,52900.0,50200.0,50400.0,44543.45703125,71808958
2019-12-02,49800.0,51400.0,49000.0,51200.0,45250.4765625,55641266
2019-12-09,51000.0,54900.0,50700.0,54700.0,48343.77734375,77073655
2019-12-16,55800.0,57300.0,55100.0,55500.0,49050.8203125,71031932
2019-12-23,55600.0,56900.0,54400.0,55800.0,49315.96484375,42183320
2019-12-30,55800.0,56600.0,54600.0,55500.0,49366.26953125,38694434
2020-01-06,55700.0,60000.0,55600.0,60000.0,53368.94140625,84972837
2020-01-13,60400.0,62800.0,58900.0,62400.0,55503.6875,74143513
2020-01-20,62000.0,62600.0,60400.0,60800.0,54080.53125,41398813
2020-01-27,59400.0,59700.0,55200.0,57200.0,50878.3984375,104677299
2020-02-03,57100.0,61200.0,56800.0,59700.0,53102.08984375,85315130
2020-02-10,59800.0,62000.0,59700.0,61500.0,54703.1640625,64441876
2020-02-17,60800.0,61300.0,56800.0,56800.0,50522.59765625,83622616
2020-02-24,56200.0,58000.0,53600.0,55000.0,48921.51953125,133035690
2020-03-02,56700.0,58000.0,54600.0,56500.0,50255.75390625,95511669
2020-03-09,53800.0,54900.0,46850.0,48900.0,43495.68359375,170616589
2020-03-16,46900.0,49650.0,42300.0,42500.0,37803.0,239727921
2020-03-23,43850.0,49700.0,43050.0,47850.0,42561.73046875,211416532
2020-03-30,48000.0,48800.0,45350.0,48700.0,43637.6015625,125715277
2020-04-06,49650.0,50200.0,48300.0,48300.0,43279.19140625,111433317
2020-04-13,48800.0,52000.0,48300.0,50100.0,44892.078125,91464005
2020-04-20,49400.0,50300.0,48350.0,49850.0,44668.0703125,94443667
2020-04-27,49850.0,50500.0,48500.0,48500.0,43458.41015625,57783681
2020-05-04,48500.0,49350.0,48300.0,48400.0,43368.80078125,63632079
2020-05-11,48400.0,49100.0,47200.0,48800.0,43727.21875,101907940
2020-05-18,50100.0,50500.0,48450.0,48850.0,43772.0234375,89058657
2020-05-25,48700.0,51200.0,48600.0,51200.0,45877.73046875,110531431
2020-06-01,51000.0,57000.0,50800.0,54900.0,49193.12109375,152104675
2020-06-08,55800.0,56500.0,49900.0,49900.0,44712.875,130305387
2020-06-15,51200.0,52900.0,50600.0,52000.0,46594.57421875,96423231
2020-06-22,52500.0,53900.0,51100.0,52400.0,46953.0,100499613
2020-06-29,53900.0,55000.0,52100.0,55000.0,49612.234375,83750389
2020-07-06,55800.0,55900.0,52300.0,53400.0,48168.97265625,93434468
2020-07-13,53700.0,55000.0,53200.0,54200.0,48890.60546875,75703765
2020-07-20,55200.0,55700.0,53700.0,55600.0,50153.4609375,79446205
2020-07-27,57000.0,60400.0,56400.0,56800.0,51235.90625,147295816
2020-08-03,57200.0,58400.0,56300.0,57800.0,52137.953125,95311282
2020-08-10,58000.0,59600.0,57700.0,58000.0,52318.3515625,81243854
2020-08-17,58900.0,59900.0,55300.0,56100.0,50604.48046875,108822757
2020-08-24,56400.0,56800.0,54000.0,54000.0,48710.19140625,95161121
2020-08-31,54100.0,57300.0,54100.0,56500.0,50965.29296875,105478749
2020-09-07,57400.0,60800.0,57200.0,60400.0,54483.25390625,128703591
2020-09-14,60900.0,61300.0,59000.0,59200.0,53400.80859375,94051833
2020-09-21,59100.0,59700.0,57400.0,58200.0,52498.76171875,82564562
2020-09-28,58300.0,59200.0,57500.0,58700.0,53275.515625,35731852
2020-10-05,59400.0,60700.0,58500.0,60400.0,54818.41796875,70061425
2020-10-12,61000.0,61400.0,59000.0,60000.0,54455.375,84119754
2020-10-19,60300.0,61500.0,59800.0,60400.0,54818.41796875,71914111
2020-10-26,60300.0,60300.0,56000.0,57400.0,52095.6484375,101723184
2020-11-02,57900.0,60900.0,57600.0,60200.0,54636.91015625,90112146
2020-11-09,60500.0,66700.0,59500.0,66300.0,60173.19921875,132365798
2020-11-16,67000.0,67800.0,63900.0,67500.0,61262.296875,111961249
2020-11-23,67900.0,69500.0,66000.0,66700.0,60536.234375,141503073
2020-11-30,67100.0,73500.0,67100.0,72900.0,66163.28125,132330133
2020-12-07,72200.0,74500.0,71600.0,73800.0,66980.1328125,128958349
2020-12-14,73800.0,74500.0,72000.0,73000.0,66254.046875,100649350
2020-12-21,72500.0,80100.0,72100.0,78700.0,71427.3046875,108304150
2020-12-28,78800.0,84400.0,77300.0,83000.0,75329.9453125,98412146
2021-01-04,81600.0,96800.0,81600.0,91000.0,84669.2109375,259388808
2021-01-11,90300.0,91800.0,84100.0,85000.0,79086.609375,187804994
2021-01-18,84500.0,89900.0,83600.0,89400.0,83180.5078125,148544377
2021-01-25,88800.0,89200.0,81000.0,83000.0,77225.7578125,159124624
2021-02-01,84100.0,86400.0,82100.0,83000.0,77225.7578125,105961570
2021-02-08,84000.0,84800.0,81600.0,84200.0,78342.2578125,67453804
2021-02-15,84500.0,86000.0,81000.0,82200.0,76481.4140625,111419283
2021-02-22,81200.0,85400.0,81100.0,82500.0,76760.53125,120071751
2021-03-01,85100.0,85300.0,81100.0,82000.0,76295.3203125,115878870
2021-03-08,81400.0,83500.0,80600.0,81800.0,76109.2265625,96543854
2021-03-15,82200.0,83800.0,81700.0,82000.0,76295.3203125,71044133
2021-03-22,82600.0,82900.0,80700.0,81600.0,75923.140625,73783283
2021-03-29,81600.0,86000.0,81300.0,85400.0,79458.7890625,88292205
2021-04-05,86200.0,86200.0,83100.0,83200.0,77755.8359375,87280809
2021-04-12,83000.0,84700.0,82800.0,83300.0,77849.296875,76127103
2021-04-19,83300.0,84000.0,81600.0,83500.0,78036.2109375,84387808
2021-04-26,83200.0,83300.0,81000.0,81700.0,76353.9765625,82922798
2021-05-03,81900.0,83500.0,81500.0,83200.0,77755.8359375,63119970
2021-05-10,82500.0,82600.0,78400.0,79600.0,74391.3984375,130490819
2021-05-17,79600.0,81500.0,79100.0,79700.0,74484.8515625,68396615
2021-05-24,80000.0,80600.0,79100.0,80500.0,75232.515625,74493334
2021-05-31,80500.0,83000.0,80100.0,81900.0,76540.890625,94627508
2021-06-07,82300.0,82600.0,80500.0,80500.0,75232.515625,69915084
2021-06-14,80900.0,81900.0,79600.0,79900.0,74671.765625,70062986
2021-06-21,80200.0,82000.0,79900.0,81900.0,76540.890625,69460927
2021-06-28,81900.0,82100.0,79900.0,80400.0,75139.046875,59499908
2021-07-05,80600.0,81300.0,79000.0,79700.0,74814.625,77273536
2021-07-12,80000.0,80600.0,78800.0,79000.0,74157.5390625,59220178
2021-07-19,78500.0,79900.0,78400.0,78800.0,73969.8046875,56570617
2021-07-26,79200.0,79500.0,78100.0,79300.0,74439.1484375,64094098
2021-08-02,79400.0,83300.0,79300.0,81500.0,76504.2890625,97332401
2021-08-09,82300.0,82400.0,74100.0,74400.0,69839.5,154239642
2021-08-16,74000.0,75100.0,72500.0,73300.0,68806.921875,124053227
2021-08-23,73900.0,76600.0,73800.0,74600.0,70027.2421875,87867818
2021-08-30,74900.0,77600.0,74300.0,77300.0,72561.734375,81050230
2021-09-06,77100.0,77100.0,74800.0,76300.0,71623.03125,64139305
2021-09-13,77100.0,77700.0,75900.0,77200.0,72467.875,60353309
2021-09-20,77200.0,77700.0,76800.0,77700.0,72937.21875,41002662
2021-09-27,77700.0,77800.0,72900.0,73200.0,68713.0546875,75121596
2021-10-04,73000.0,73000.0,71200.0,71500.0,67436.3203125,70697702
2021-10-11,70700.0,71000.0,68300.0,70200.0,66210.1953125,106232143
2021-10-18,70800.0,71000.0,69500.0,70200.0,66210.1953125,48975792
2021-10-25,70600.0,72200.0,69500.0,69900.0,65927.2578125,69988350
2021-11-01,70800.0,72200.0,69800.0,70600.0,66587.4765625,65191709
2021-11-08,70300.0,71900.0,69600.0,71400.0,67342.0,54578880
2021-11-15,71500.0,75200.0,70100.0,74900.0,70643.078125,71553153
2021-11-22,76000.0,76200.0,71400.0,72300.0,68190.8515625,79925559
2021-11-29,73200.0,76700.0,70500.0,76300.0,71963.5078125,110694127
2021-12-06,76100.0,78600.0,75600.0,76800.0,72435.09375,86589290
2021-12-13,76500.0,78500.0,76200.0,77100.0,72718.0625,56930581
2021-12-20,77900.0,80800.0,77500.0,80200.0,75641.859375,67798436
2021-12-27,80200.0,80400.0,78100.0,78600.0,74132.7890625,65759932
2022-01-03,78800.0,79200.0,76400.0,78000.0,73899.125,75941189
2022-01-10,78400.0,79600.0,76900.0,77500.0,73425.40625,56992873
2022-01-17,77600.0,77800.0,74700.0,75100.0,71151.6015625,59365268
2022-01-24,74800.0,75000.0,71200.0,73300.0,69446.21875,61408928
2022-01-31,73300.0,74900.0,72400.0,73000.0,69161.984375,44715593
2022-02-07,73000.0,75800.0,73000.0,73700.0,69825.1953125,43944695
2022-02-14,74100.0,75600.0,73100.0,74300.0,70393.6484375,43815359
2022-02-21,74300.0,74300.0,71300.0,71900.0,68119.84375,28927767
2022-02-28,71900.0,73100.0,69900.0,70100.0,66414.4609375,44331206
2022-03-07,68800.0,70700.0,68700.0,70200.0,66509.203125,40656917
2022-03-14,70200.0,71000.0,69700.0,69900.0,66224.9765625,35754790
2022-03-21,69900.0,71200.0,69200.0,69700.0,66035.5,85349347
2022-03-28,70000.0,70500.0,68600.0,69300.0,65656.515625,65891512
2022-04-04,69400.0,69600.0,67400.0,67900.0,64662.65625,72384809
2022-04-11,67600.0,69000.0,66100.0,66700.0,63519.87109375,71008120
2022-04-18,67100.0,68300.0,66300.0,66300.0,63138.93359375,65308127
2022-04-25,66400.0,67600.0,64500.0,67300.0,64091.2578125,88261108
2022-05-02,67400.0,68400.0,66100.0,66100.0,62948.4765625,51889015
2022-05-09,65900.0,67400.0,64900.0,66300.0,63138.93359375,72469804
2022-05-16,66600.0,68800.0,66500.0,67900.0,64662.65625,75034252
2022-05-23,67500.0,67800.0,65500.0,67700.0,64472.1796875,72264995
2022-05-30,67500.0,67500.0,66400.0,66800.0,63615.09765625,47547328
2022-06-06,66200.0,66400.0,62100.0,62100.0,59139.19140625,101981028
2022-06-13,61200.0,62200.0,58100.0,58700.0,55901.2890625,137977294
2022-06-20,58700.0,59900.0,56800.0,58800.0,55996.51953125,118199743
2022-06-27,59200.0,59500.0,55700.0,57100.0,54377.57421875,89922041
2022-07-04,57600.0,59600.0,56300.0,58800.0,56338.921875,80741728
2022-07-11,58600.0,62000.0,57400.0,61900.0,59309.1796875,74762488
2022-07-18,61400.0,62200.0,60200.0,61100.0,58542.65625,63776864
2022-07-25,60800.0,62600.0,60300.0,61300.0,58734.28515625,52911446
2022-08-01,61200.0,61900.0,60600.0,60800.0,58255.2109375,53674965
2022-08-08,60600.0,60700.0,58600.0,60200.0,57680.32421875,62264118
2022-08-15,60500.0,61900.0,59800.0,60000.0,57488.69921875,55654543
2022-08-22,59000.0,60900.0,58600.0,58600.0,56147.296875,43039341
2022-08-29,58700.0,59900.0,56800.0,57100.0,54710.078125,65265620
2022-09-05,57200.0,57600.0,55600.0,55600.0,53272.8671875,42887956
2022-09-12,57000.0,58500.0,55500.0,56400.0,54039.375,67091517
2022-09-19,56400.0,57000.0,53600.0,53900.0,51644.01171875,64256088
2022-09-26,53800.0,54400.0,51800.0,53100.0,50877.5,73007747
2022-10-03,55300.0,57300.0,54500.0,56200.0,54217.7421875,73438664
2022-10-10,54400.0,57000.0,54000.0,56600.0,54603.6328125,80197593
2022-10-17,56700.0,57500.0,55100.0,57500.0,55471.87890625,72989570
2022-10-24,57000.0,60100.0,57000.0,59400.0,57304.8671875,99911808
2022-10-31,59900.0,60300.0,58100.0,60200.0,58076.65234375,72779815
2022-11-07,60500.0,63200.0,60400.0,61900.0,59716.6953125,89417702
2022-11-14,62200.0,62700.0,60800.0,61400.0,59234.32421875,60133142
2022-11-21,60900.0,61700.0,59800.0,60100.0,57980.18359375,41568314
2022-11-28,59900.0,63200.0,59800.0,60300.0,58173.12890625,72513479
2022-12-05,59800.0,60600.0,58500.0,59500.0,57401.34375,58541881
2022-12-12,59600.0,60600.0,58300.0,59500.0,57401.34375,46694180
2022-12-19,59000.0,59100.0,57700.0,57900.0,55857.7734375,46948180
2022-12-26,58000.0,58400.0,55200.0,55500.0,53542.4296875,46659820
2023-01-02,55400.0,60700.0,54500.0,60700.0,58925.13671875,85393023
2023-01-09,60200.0,61600.0,59900.0,61100.0,59313.44921875,65823409
2023-01-16,61200.0,62300.0,59900.0,61800.0,59992.9765625,43870314
2023-01-23,61800.0,65000.0,61800.0,63300.0,61449.12109375,197315
2023-01-30,63500.0,64000.0,61000.0,61600.0,59798.828125,520095
2023-02-06,61900.0,63300.0,61600.0,62900.0,61060.8125,227647
2023-02-13,63600.0,63900.0,61800.0,62700.0,60866.6640625,228883
2023-02-20,62700.0,62800.0,60200.0,60500.0,58730.9921875,11343783
2023-02-27,60800.0,61800.0,60500.0,61500.0,59701.75390625,51153550
2023-03-06,61400.0,61400.0,59100.0,60000.0,58245.61328125,64651831
2023-03-13,59400.0,61300.0,59000.0,60200.0,58439.765625,56949553
2023-03-20,60500.0,63300.0,60100.0,62100.0,60284.2109375,61996095
2023-03-27,62400.0,64000.0,62100.0,63100.0,61254.96875,64582115
2023-04-03,63400.0,66300.0,62300.0,65700.0,64148.28515625,81542696
2023-04-10,66200.0,66600.0,64700.0,65300.0,63757.7265625,76098626
2023-04-17,65900.0,66000.0,64600.0,65200.0,63660.09375,58084417
2023-04-24,65300.0,65900.0,63300.0,65500.0,63953.00390625,63336894
2023-05-01,66000.0,66300.0,64700.0,65900.0,64343.5546875,42470126
2023-05-08,65800.0,65800.0,63600.0,64500.0,62976.625,50939427
2023-05-15,65800.0,69000.0,64800.0,68500.0,66882.1484375,72331518
2023-05-22,68500.0,70400.0,68000.0,70300.0,68639.6484375,50535210
2023-05-29,71300.0,72700.0,70600.0,71700.0,70006.5703125,92660907
2023-06-05,71700.0,72400.0,70000.0,71000.0,69323.109375,61076677
2023-06-12,71700.0,72300.0,70900.0,71200.0,69518.3828125,65857908
2023-06-19,70700.0,72500.0,70100.0,72400.0,70690.046875,56466878
2023-06-26,72500.0,73400.0,71700.0,73000.0,71275.8671875,52873003
2023-07-03,73400.0,73600.0,69200.0,69500.0,68197.171875,66325430
2023-07-10,70200.0,73500.0,70100.0,73300.0,71925.9453125,62912820
2023-07-17,73200.0,73500.0,69400.0,70400.0,69080.3046875,62274565
2023-07-24,70000.0,72400.0,68100.0,69800.0,68491.546875,101048448
2023-07-31,70100.0,71200.0,67600.0,68500.0,67215.9296875,69550062
2023-08-07,69000.0,69600.0,66900.0,67300.0,66038.4140625,61285074
2023-08-14,67300.0,67300.0,65800.0,66600.0,65351.53515625,45418303
2023-08-21,67200.0,68700.0,66300.0,66800.0,65547.7890625,47951147
2023-08-28,66900.0,72900.0,66400.0,71200.0,69865.3046875,90284935
2023-09-04,70900.0,71500.0,69600.0,70800.0,69472.8125,59959680
2023-09-11,70800.0,72300.0,70200.0,70200.0,68884.0546875,82550042
2023-09-18,70400.0,70800.0,68300.0,69400.0,68099.046875,56969895
2023-09-25,70000.0,70000.0,68200.0,68400.0,67117.796875,28029961
2023-10-02,68400.0,68400.0,66000.0,66000.0,65101.42578125,53855989
2023-10-09,66200.0,69700.0,66200.0,67300.0,66383.7265625,86733316
2023-10-16,67700.0,70500.0,67400.0,68400.0,67468.75,74607903
2023-10-23,68700.0,68800.0,66700.0,67300.0,66383.7265625,60394033
2023-10-30,67600.0,70900.0,66900.0,70900.0,69934.7109375,77164902
2023-11-06,70600.0,71400.0,69500.0,70400.0,69441.5234375,61362680
2023-11-13,71000.0,73000.0,70600.0,72700.0,71710.2109375,67681913
2023-11-20,73100.0,73400.0,71100.0,71300.0,70329.2734375,43384180
2023-11-27,71400.0,72900.0,71300.0,72600.0,71611.5625,58451279
2023-12-04,72300.0,73000.0,71100.0,73000.0,72006.1171875,49836209
2023-12-11,73300.0,74300.0,72500.0,72900.0,71907.4765625,79553371
2023-12-18,73000.0,76300.0,72800.0,75900.0,74866.640625,53772162
2023-12-25,76100.0,78500.0,75700.0,78500.0,77431.2421875,51613487
2024-01-01,78200.0,79800.0,76100.0,76500.0,75815.78125,76613970
2024-01-08,77400.0,77700.0,72700.0,73900.0,73239.03125,119966898
2024-01-15,73500.0,76000.0,70700.0,75100.0,74428.296875,98334274
2024-01-22,75700.0,75800.0,73300.0,74400.0,73734.5625,64521215
2024-01-29,75000.0,75300.0,72500.0,74300.0,73635.453125,81810913
2024-02-05,74300.0,75500.0,73300.0,74100.0,73437.25,51936407
2024-02-12,74800.0,75200.0,72500.0,73800.0,73139.921875,74693475
2024-02-19,73700.0,74200.0,72200.0,72800.0,72148.8671875,72288424
2024-02-26,73100.0,75000.0,72000.0,74900.0,74230.0859375,69384717
2024-03-04,74600.0,74800.0,72200.0,72400.0,71752.4453125,84581846
2024-03-11,72600.0,74500.0,72100.0,72800.0,72148.8671875,84901230
2024-03-18,72300.0,79900.0,71700.0,78200.0,77500.5703125,155480919
2024-03-25,79700.0,83300.0,79200.0,82000.0,81266.5859375,120303780
2024-04-01,82900.0,86000.0,82900.0,84500.0,84124.7890625,130657209
2024-04-08,84500.0,84900.0,81200.0,82200.0,81835.0,92989507
2024-04-15,81200.0,81300.0,75100.0,76100.0,75762.0859375,137718706
2024-04-22,76400.0,78800.0,75500.0,76700.0,76359.421875,83853086
2024-04-29,77000.0,79000.0,76600.0,77600.0,77255.4296875,51059536
2024-05-06,79600.0,81500.0,77600.0,78400.0,78051.875,93716847
2024-05-13,78600.0,80300.0,77200.0,78900.0,78549.65625,68128754
2024-05-20,78500.0,79100.0,74000.0,77200.0,76857.203125,123656656
2024-05-27,76500.0,78200.0,73500.0,75700.0,75363.8671875,119240264
2024-06-03,74900.0,78600.0,74900.0,75700.0,75363.8671875,73064125
2024-06-10,75900.0,80500.0,75100.0,78100.0,77753.2109375,109031367
2024-06-17,78700.0,82500.0,78600.0,80600.0,80242.109375,96027124
2024-06-24,80600.0,82100.0,79900.0,81800.0,81436.78125,69384551
2024-07-01,82500.0,88600.0,81000.0,87400.0,87400.0,139596463
2024-07-08,87800.0,88800.0,84100.0,86700.0,86700.0,115365122
2024-07-15,86900.0,88000.0,82600.0,83000.0,83000.0,96631650
2024-07-22,84200.0,84700.0,80100.0,81200.0,81200.0,80334753
2024-07-29,80400.0,86100.0,70200.0,71400.0,71400.0,135223362
2024-08-05,74900.0,76000.0,72300.0,75500.0,75500.0,134647864
2024-08-12,76500.0,80200.0,75500.0,78300.0,78300.0,60170472
2024-08-19,79500.0,79800.0,76000.0,76100.0,76100.0,51714779
2024-08-26,75700.0,76500.0,73500.0,74400.0,74400.0,66809034
2024-09-02,74100.0,74300.0,66600.0,67500.0,67500.0,111653528
2024-09-09,67000.0,67300.0,64200.0,64400.0,64400.0,127390324
2024-09-16,64000.0,64700.0,62200.0,62600.0,62600.0,110691145
2024-09-23,62800.0,65400.0,62200.0,64200.0,64200.0,121608983
2024-09-27,64700.0,65400.0,64200.0,64200.0,64200.0,29829915
